# Intel microcode versions: CPUID, microcode version, release date.
# Official source: https://downloadcenter.intel.com/download/27337/Linux-Processor-Microcode-Data-File?v=t
#
# From a live Linux system:
#   bsdtar -Oxf /boot/intel-ucode.img | iucode_tool -tb -l - | sed 's/^\s*\S*: sig \(0x[0-9a-f]\+\), pf_mask 0x[0-9a-f]\+, \([0-9-]\+\), rev \(0x[0-9a-f]\+\), size \S\+$/\1 \3 \2/' | column -t
#
# From https://github.com/intel/Intel-Linux-Processor-Microcode-Data-Files:
#   find Intel-Linux-Processor-Microcode-Data-Files-microcode* -type f -exec iucode_tool -tb -l {} \; 2> /dev/null | grep -v -e '^microcode bundle ' -e '^selected microcodes:' | sed 's/^\s*\S*: sig \(0x[0-9a-f]\+\), pf_mask 0x[0-9a-f]\+, \([0-9-]\+\), rev \(0x[0-9a-f]\+\), size \S\+$/\1 \3 \2/' | column -t | LANG=C sort -u
#
# And from https://github.com/platomav/CPUMicrocodes

0x00611       0xb27  1996-12-18
0x00f42         0x3  2005-04-21
0x00f43         0x5  2005-04-21
0x00f44         0x6  2005-04-21
0x00f46         0x4  2005-04-11
0x00f47         0x3  2005-04-21
0x00f48         0x7  2005-06-30
0x00f48         0xc  2006-05-08
0x00f48         0xe  2008-01-15
0x00f49         0x3  2005-04-21
0x00f4a         0x2  2005-06-10
0x00f4a         0x4  2005-12-14
0x00f60         0x5  2005-01-24
0x00f61         0x7  2005-06-10
0x00f61         0x8  2005-06-10
0x00f62         0x5  2005-07-20
0x00f62         0xf  2005-12-15
0x00f63         0x5  2005-10-10
0x00f64         0x2  2005-12-15
0x00f64         0x4  2005-12-23
0x00f65         0x8  2006-04-26
0x00f65         0xb  2007-05-10
0x00f66        0x1b  2006-03-10
0x00f68         0x9  2006-07-14
0x01632         0x2  1998-06-10
0x10650         0x2  2005-09-18
0x10650         0x2  2006-05-13
0x10660         0x4  2006-06-12
0x10661        0x12  2006-09-11
0x10661        0x31  2007-03-16
0x10661        0x33  2007-03-16
0x10661        0x35  2007-03-16
0x10661        0x36  2007-05-01
0x10661        0x38  2007-09-19
0x10661        0x42  2010-10-04
0x10661        0x43  2010-10-04
0x10661        0x44  2010-10-04
0x10661        0x45  2010-10-04
0x10670         0x5  2007-02-09
0x10671       0x106  2007-03-29
0x10674       0x404  2007-06-08
0x10674       0x405  2007-07-20
0x10676       0x60b  2008-01-19
0x10676       0x60c  2008-01-19
0x10676       0x60f  2010-09-29
0x10676       0x612  2015-08-02
0x10677       0x701  2007-10-26
0x10677       0x703  2008-01-19
0x10677       0x705  2008-04-28
0x10677       0x70a  2010-09-29
0x10677       0x70d  2015-08-02
0x1067a       0xa07  2008-04-09
0x1067a       0xa0b  2010-09-28
0x1067a       0xa0e  2015-07-29
0x106a4        0x10  2009-02-20
0x106a4        0x11  2009-04-21
0x106a4        0x12  2013-06-21
0x106a4        0x13  2015-06-30
0x106a5         0xf  2009-02-20
0x106a5        0x11  2009-04-14
0x106a5        0x15  2010-03-03
0x106a5        0x19  2013-06-21
0x106a5        0x1b  2015-06-27
0x106a5        0x1c  2018-01-24
0x106a5        0x1d  2018-05-11
0x106c0         0x7  2007-08-24
0x106c1       0x109  2007-12-03
0x106c2       0x211  2008-10-06
0x106c2       0x212  2008-10-06
0x106c2       0x213  2008-12-02
0x106c2       0x217  2009-04-10
0x106c2       0x218  2009-04-10
0x106c2       0x219  2009-04-10
0x106c9         0x7  2009-02-11
0x106c9         0x7  2009-02-13
0x106ca       0x106  2009-08-25
0x106ca       0x107  2009-08-25
0x106d0         0x5  2007-12-04
0x106d1        0x21  2008-06-04
0x106d1        0x26  2009-04-06
0x106d1        0x29  2010-09-30
0x106d1        0x2a  2015-08-03
0x106e4         0x2  2010-03-08
0x106e4         0x3  2013-07-01
0x106e5         0x3  2009-05-29
0x106e5         0x4  2010-04-05
0x106e5         0x5  2011-09-01
0x106e5         0x6  2013-07-01
0x106e5         0x7  2013-08-20
0x106e5         0x8  2015-06-30
0x106e5         0x9  2018-01-24
0x106e5         0xa  2018-05-08
0x20652         0x6  2009-09-15
0x20652         0x9  2009-11-12
0x20652         0xc  2010-06-10
0x20652         0xd  2011-09-01
0x20652         0xe  2013-06-26
0x20652         0xf  2015-06-30
0x20652        0x10  2018-02-04
0x20652        0x11  2018-05-08
0x20655         0x2  2010-03-01
0x20655         0x3  2011-09-01
0x20655         0x4  2013-06-28
0x20655         0x5  2015-06-30
0x20655         0x6  2018-01-23
0x20655         0x7  2018-04-23
0x20661       0x104  2009-10-23
0x20661       0x105  2011-07-18
0x206a0        0x29  2009-11-02
0x206a1         0x7  2009-12-23
0x206a2        0x27  2010-05-02
0x206a3         0x9  2010-06-09
0x206a4        0x22  2010-04-14
0x206a5         0x7  2010-07-22
0x206a6        0x28  2010-09-15
0x206a7        0x17  2011-04-07
0x206a7        0x1b  2011-07-14
0x206a7        0x25  2011-10-11
0x206a7        0x28  2012-04-24
0x206a7        0x29  2013-06-12
0x206a7        0x2d  2018-02-07
0x206a7        0x2e  2018-04-10
0x206a7        0x2f  2019-02-17
0x206c1         0x6  2009-12-22
0x206c2         0xf  2010-06-18
0x206c2        0x13  2010-09-07
0x206c2        0x1d  2015-08-04
0x206c2        0x1e  2018-01-23
0x206c2        0x1f  2018-05-08
0x206d5       0x513  2011-10-13
0x206d6       0x60c  2011-09-29
0x206d6       0x618  2012-04-18
0x206d6       0x619  2012-05-22
0x206d6       0x61a  2013-01-25
0x206d6       0x61c  2018-01-30
0x206d6       0x61d  2018-05-08
0x206d6       0x61f  2019-05-21
0x206d6       0x621  2020-03-04
0x206d7       0x70c  2012-04-03
0x206d7       0x70d  2012-05-22
0x206d7       0x710  2013-06-17
0x206d7       0x713  2018-01-26
0x206d7       0x714  2018-05-08
0x206d7       0x717  2019-05-07
0x206d7       0x718  2019-05-21
0x206d7       0x71a  2020-03-24
0x206e6         0x2  2009-12-08
0x206e6         0x7  2010-04-21
0x206e6         0xb  2015-07-24
0x206e6         0xc  2018-01-18
0x206e6         0xd  2018-05-15
0x206f0         0x4  2010-06-30
0x206f0         0x5  2010-07-29
0x206f1         0x8  2010-10-13
0x206f2        0x32  2011-07-21
0x206f2        0x34  2011-08-31
0x206f2        0x36  2012-04-12
0x206f2        0x37  2013-06-18
0x206f2        0x39  2015-07-26
0x206f2        0x3a  2018-01-19
0x206f2        0x3b  2018-05-16
0x30650         0x9  2012-01-18
0x30651       0x10d  2013-05-20
0x30651       0x110  2013-10-14
0x30660         0x3  2010-11-03
0x30661       0x106  2011-06-23
0x30661       0x10d  2011-12-22
0x30661       0x10f  2015-07-21
0x30669       0x10d  2013-05-15
0x30671       0x117  2013-04-10
0x30672       0x218  2013-07-22
0x30672       0x22d  2014-01-14
0x30672       0x22e  2014-04-01
0x30673       0x325  2014-11-19
0x30673       0x326  2018-01-10
0x30673       0x329  2019-09-16
0x30678       0x832  2015-02-09
0x30678       0x835  2015-10-20
0x30678       0x836  2018-01-10
0x30678       0x837  2018-01-25
0x30678       0x838  2019-04-22
0x30679       0x908  2017-04-14
0x30679       0x90a  2018-01-10
0x30679       0x90c  2019-04-23
0x30679       0x90d  2019-07-10
0x306a0         0x7  2011-04-07
0x306a2         0xc  2011-07-25
0x306a4         0x7  2011-09-08
0x306a5         0x9  2011-11-10
0x306a6         0x4  2011-11-14
0x306a8        0x10  2012-02-20
0x306a9        0x12  2012-04-12
0x306a9        0x13  2012-07-16
0x306a9        0x17  2013-01-09
0x306a9        0x19  2013-06-13
0x306a9        0x1b  2014-05-29
0x306a9        0x1c  2015-02-26
0x306a9        0x1f  2018-02-07
0x306a9        0x20  2018-04-10
0x306a9        0x21  2019-02-13
0x306c3        0x12  2013-07-02
0x306c3        0x16  2013-08-07
0x306c3        0x17  2013-08-16
0x306c3        0x1a  2014-05-23
0x306c3        0x1c  2014-07-03
0x306c3        0x1e  2015-08-13
0x306c3        0x20  2016-03-16
0x306c3        0x22  2017-01-27
0x306c3        0x23  2017-11-20
0x306c3        0x24  2018-01-21
0x306c3        0x25  2018-04-02
0x306c3        0x27  2019-02-26
0x306c3        0x28  2019-11-12
0x306d4        0x18  2014-12-05
0x306d4        0x22  2015-09-11
0x306d4        0x24  2016-04-29
0x306d4        0x25  2017-01-27
0x306d4        0x28  2017-11-17
0x306d4        0x2a  2018-01-18
0x306d4        0x2b  2018-03-22
0x306d4        0x2d  2019-03-07
0x306d4        0x2e  2019-06-13
0x306d4        0x2f  2019-11-12
0x306e0         0x8  2012-07-26
0x306e2       0x20d  2013-03-21
0x306e3       0x308  2013-03-21
0x306e4       0x415  2013-06-13
0x306e4       0x416  2013-07-09
0x306e4       0x427  2014-04-10
0x306e4       0x428  2014-05-29
0x306e4       0x42a  2017-12-01
0x306e4       0x42c  2018-01-25
0x306e4       0x42d  2018-04-25
0x306e4       0x42e  2019-03-14
0x306e6       0x600  2013-06-19
0x306e7       0x70c  2014-04-14
0x306e7       0x70d  2014-05-29
0x306e7       0x713  2018-02-16
0x306e7       0x714  2018-04-25
0x306e7       0x715  2019-03-14
0x306f1        0x14  2014-01-10
0x306f2        0x29  2014-09-03
0x306f2        0x2d  2014-11-21
0x306f2        0x36  2015-08-10
0x306f2        0x38  2016-03-28
0x306f2        0x39  2016-10-07
0x306f2        0x3a  2017-01-30
0x306f2        0x3b  2017-11-17
0x306f2        0x3c  2018-01-19
0x306f2        0x3d  2018-04-20
0x306f2        0x41  2018-11-20
0x306f2        0x43  2019-03-01
0x306f2        0x44  2020-05-27
0x306f2        0x46  2021-01-27
0x306f2        0x48  2021-05-18
0x306f2        0x49  2021-08-11
0x306f2       0xf07  2014-07-07
0x306f3         0xd  2016-02-11
0x306f4         0x9  2015-07-17
0x306f4         0xa  2016-02-11
0x306f4         0xd  2016-06-07
0x306f4         0xf  2017-01-30
0x306f4        0x10  2017-11-17
0x306f4        0x11  2018-01-22
0x306f4        0x12  2018-04-20
0x306f4        0x13  2018-11-06
0x306f4        0x14  2019-03-01
0x306f4        0x15  2019-05-13
0x306f4        0x16  2019-06-17
0x306f4        0x17  2020-11-25
0x306f4        0x19  2021-02-05
0x306f4        0x1a  2021-05-24
0x40651        0x15  2013-07-02
0x40651        0x16  2013-08-08
0x40651        0x17  2013-09-14
0x40651        0x18  2014-05-23
0x40651        0x1c  2014-07-03
0x40651        0x1d  2015-08-13
0x40651        0x1f  2016-04-01
0x40651        0x20  2017-01-27
0x40651        0x21  2017-11-20
0x40651        0x23  2018-01-18
0x40651        0x24  2018-04-02
0x40651        0x25  2019-02-26
0x40651        0x26  2019-11-12
0x40661         0xf  2013-08-21
0x40661        0x10  2014-05-23
0x40661        0x12  2014-07-03
0x40661        0x16  2016-04-01
0x40661        0x17  2017-01-27
0x40661        0x18  2017-11-20
0x40661        0x19  2018-01-21
0x40661        0x1a  2018-04-02
0x40661        0x1b  2019-02-26
0x40661        0x1c  2019-11-12
0x40671        0x13  2015-08-03
0x40671        0x16  2016-04-29
0x40671        0x17  2017-01-27
0x40671        0x1b  2017-11-17
0x40671        0x1d  2018-01-21
0x40671        0x1e  2018-04-03
0x40671        0x20  2019-03-07
0x40671        0x21  2019-06-13
0x40671        0x22  2019-11-12
0x406a8       0x81f  2014-08-12
0x406a9       0x81f  2014-08-12
0x406c1       0x10b  2014-08-14
0x406c2       0x221  2015-02-18
0x406c3       0x367  2017-12-25
0x406c3       0x368  2019-04-23
0x406c4       0x40e  2016-10-14
0x406c4       0x410  2018-01-04
0x406c4       0x411  2019-04-23
0x406d0         0xe  2013-06-12
0x406d8       0x128  2015-05-27
0x406d8       0x12a  2018-01-04
0x406d8       0x12d  2019-09-16
0x406e1        0x16  2014-08-06
0x406e1        0x20  2014-11-11
0x406e2         0xa  2014-11-05
0x406e2        0x2c  2015-05-21
0x406e3        0x8a  2016-04-06
0x406e3        0x9e  2016-06-22
0x406e3        0xba  2017-04-09
0x406e3        0xc2  2017-11-16
0x406e3        0xc6  2018-04-17
0x406e3        0xca  2019-02-03
0x406e3        0xcc  2019-04-01
0x406e3        0xd4  2019-08-14
0x406e3        0xd6  2019-10-03
0x406e3        0xda  2020-01-09
0x406e3        0xdc  2020-04-27
0x406e3        0xe0  2020-06-24
0x406e3        0xe2  2020-07-14
0x406e3        0xea  2021-01-25
0x406e3        0xec  2021-04-28
0x406e3        0xf0  2021-11-12
0x406e8        0x26  2016-04-14
0x406f0        0x14  2015-07-02
0x406f1   0xb00001c  2016-05-20
0x406f1   0xb00001d  2016-06-06
0x406f1   0xb00001f  2016-10-07
0x406f1   0xb000021  2017-03-01
0x406f1   0xb000025  2017-11-18
0x406f1   0xb00002a  2018-01-19
0x406f1   0xb00002c  2018-03-21
0x406f1   0xb00002e  2018-04-19
0x406f1   0xb000031  2018-09-05
0x406f1   0xb000033  2018-10-22
0x406f1   0xb000036  2019-03-02
0x406f1   0xb000037  2019-05-14
0x406f1   0xb000038  2019-06-18
0x406f1   0xb00003a  2020-05-14
0x406f1   0xb00003c  2020-11-19
0x406f1   0xb00003e  2021-02-06
0x406f1   0xb000040  2021-05-19
0x50653   0x100013b  2017-08-09
0x50653   0x100013e  2017-11-21
0x50653   0x100013f  2018-01-26
0x50653   0x1000140  2018-01-29
0x50653   0x1000144  2018-04-20
0x50653   0x1000146  2018-08-24
0x50653   0x1000151  2019-09-09
0x50653   0x1000154  2019-12-20
0x50653   0x1000155  2020-02-21
0x50653   0x1000157  2020-04-24
0x50653   0x1000159  2020-06-18
0x50653   0x100015b  2021-03-08
0x50653   0x100015c  2021-05-26
0x50653   0x100015d  2021-11-13
0x50653   0x100015e  2022-03-14
0x50653   0x1000161  2022-08-30
0x50653   0x1000171  2022-12-21
0x50653   0x1000181  2023-03-23
0x50654   0x2000022  2017-06-01
0x50654   0x2000035  2017-10-17
0x50654   0x200003c  2017-12-08
0x50654   0x2000043  2018-01-26
0x50654   0x2000049  2018-03-27
0x50654   0x200004d  2018-05-15
0x50654   0x2000050  2018-08-09
0x50654   0x2000055  2018-10-08
0x50654   0x2000057  2018-10-22
0x50654   0x2000059  2018-12-20
0x50654   0x200005a  2019-01-28
0x50654   0x200005d  2019-03-07
0x50654   0x200005e  2019-04-02
0x50654   0x2000060  2019-06-03
0x50654   0x2000064  2019-07-31
0x50654   0x2000065  2019-09-05
0x50654   0x2000068  2019-11-18
0x50654   0x2000069  2019-12-20
0x50654   0x2006901  2020-02-12
0x50654   0x2006906  2020-04-24
0x50654   0x2006a08  2020-06-16
0x50654   0x2006a09  2020-11-05
0x50654   0x2006a0a  2020-12-31
0x50654   0x2006b05  2021-01-15
0x50654   0x2006b06  2021-03-08
0x50654   0x2006c0a  2021-06-16
0x50654   0x2006d05  2021-11-13
0x50654   0x2006e05  2022-03-08
0x50654   0x2006f05  2022-12-21
0x50654   0x2007006  2023-03-06
0x50655   0x3000009  2018-03-14
0x50655   0x300000b  2018-04-27
0x50655   0x300000d  2018-06-15
0x50655   0x3000010  2018-11-16
0x50655   0x3000012  2019-04-12
0x50656   0x4000013  2018-12-03
0x50656   0x4000014  2018-12-17
0x50656   0x400001c  2019-01-28
0x50656   0x4000021  2019-02-27
0x50656   0x4000024  2019-04-07
0x50656   0x4000029  2019-06-14
0x50656   0x400002b  2019-08-19
0x50656   0x400002c  2019-09-05
0x50656   0x4002f00  2020-01-14
0x50656   0x4002f01  2020-04-23
0x50656   0x4003003  2020-06-18
0x50656   0x4003005  2020-11-25
0x50656   0x4003006  2020-12-31
0x50656   0x4003102  2021-03-08
0x50656   0x4003103  2021-04-20
0x50656   0x400320a  2021-08-13
0x50656   0x4003302  2021-12-10
0x50656   0x4003303  2022-08-26
0x50656   0x4003501  2022-12-21
0x50656   0x4003604  2023-03-17
0x50656   0x4003605  2023-07-28
0x50657   0x5000013  2018-12-03
0x50657   0x5000014  2018-12-17
0x50657   0x500001c  2019-01-28
0x50657   0x5000021  2019-02-27
0x50657   0x5000024  2019-04-07
0x50657   0x5000029  2019-06-14
0x50657   0x500002b  2019-08-12
0x50657   0x500002c  2019-09-05
0x50657   0x500012c  2019-11-24
0x50657   0x5002f00  2020-01-14
0x50657   0x5002f01  2020-04-23
0x50657   0x5003003  2020-06-18
0x50657   0x5003005  2020-11-25
0x50657   0x5003006  2020-12-31
0x50657   0x5003101  2021-01-15
0x50657   0x5003102  2021-03-08
0x50657   0x5003103  2021-04-08
0x50657   0x500320a  2021-08-13
0x50657   0x5003302  2021-12-10
0x50657   0x5003303  2022-08-26
0x50657   0x5003501  2022-12-21
0x50657   0x5003604  2023-03-17
0x50657   0x5003605  2023-07-28
0x5065b   0x700001e  2020-08-20
0x5065b   0x7000020  2020-11-20
0x5065b   0x7002302  2021-04-23
0x5065b   0x7002402  2021-06-04
0x5065b   0x7002501  2021-11-19
0x5065b   0x7002503  2022-08-26
0x5065b   0x7002601  2022-12-21
0x5065b   0x7002703  2023-03-21
0x5065b   0x7002802  2023-08-03
0x50662         0xf  2015-12-12
0x50662        0x14  2017-12-16
0x50662        0x15  2018-01-22
0x50662        0x17  2018-05-25
0x50662        0x19  2018-12-06
0x50662        0x1a  2019-03-23
0x50662        0x1b  2019-05-25
0x50662        0x1c  2019-06-17
0x50663   0x700000d  2016-10-12
0x50663   0x7000011  2017-12-16
0x50663   0x7000012  2018-01-22
0x50663   0x7000013  2018-04-20
0x50663   0x7000016  2018-12-06
0x50663   0x7000017  2019-03-23
0x50663   0x7000018  2019-05-25
0x50663   0x7000019  2019-06-17
0x50663   0x700001b  2021-02-04
0x50663   0x700001c  2021-06-12
0x50664   0xf00000a  2016-06-02
0x50664   0xf00000c  2017-02-15
0x50664   0xf000011  2018-01-22
0x50664   0xf000012  2018-04-20
0x50664   0xf000014  2018-11-17
0x50664   0xf000015  2019-03-23
0x50664   0xf000016  2019-05-25
0x50664   0xf000017  2019-06-17
0x50664   0xf000019  2021-02-04
0x50664   0xf00001a  2021-06-12
0x50665   0xe000009  2018-01-22
0x50665   0xe00000a  2018-04-20
0x50665   0xe00000c  2018-11-17
0x50665   0xe00000d  2019-03-23
0x50665   0xe00000e  2019-05-25
0x50665   0xe00000f  2019-06-17
0x50665   0xe000012  2021-02-04
0x50665   0xe000014  2021-09-18
0x50671       0x1b0  2017-10-11
0x50671       0x1b6  2018-01-08
0x506a0        0x38  2015-01-12
0x506c2         0xe  2017-06-06
0x506c2        0x14  2018-05-11
0x506c8        0x10  2016-03-04
0x506c9        0x2c  2017-03-25
0x506c9        0x2e  2017-11-22
0x506c9        0x32  2018-05-11
0x506c9        0x36  2018-09-14
0x506c9        0x38  2019-01-15
0x506c9        0x3c  2019-07-22
0x506c9        0x40  2020-02-27
0x506c9        0x44  2020-10-23
0x506c9        0x46  2021-05-10
0x506c9        0x48  2021-11-16
0x506ca         0x8  2017-11-22
0x506ca         0xc  2018-05-11
0x506ca        0x10  2018-09-20
0x506ca        0x16  2019-03-01
0x506ca        0x1a  2019-07-22
0x506ca        0x1c  2019-08-12
0x506ca        0x1e  2020-02-27
0x506ca        0x20  2020-10-23
0x506ca        0x22  2021-06-22
0x506ca        0x24  2021-05-10
0x506ca        0x28  2021-11-16
0x506d1       0x101  2014-11-20
0x506d1       0x102  2015-06-05
0x506e0        0x18  2014-11-19
0x506e1        0x2a  2015-06-02
0x506e2        0x2e  2015-08-15
0x506e3        0x8a  2016-04-06
0x506e3        0x9e  2016-06-22
0x506e3        0xba  2017-04-09
0x506e3        0xc2  2017-11-16
0x506e3        0xc6  2018-04-17
0x506e3        0xca  2019-02-03
0x506e3        0xcc  2019-04-01
0x506e3        0xd4  2019-08-14
0x506e3        0xd6  2019-10-03
0x506e3        0xda  2020-01-09
0x506e3        0xdc  2020-04-27
0x506e3        0xe0  2020-06-24
0x506e3        0xe2  2020-07-14
0x506e3        0xea  2021-01-25
0x506e3        0xec  2021-04-29
0x506e3        0xf0  2021-11-12
0x506e3        0xf2  2023-01-02
0x506e8        0x34  2016-07-10
0x506f0        0x10  2016-06-07
0x506f1        0x20  2017-11-22
0x506f1        0x24  2018-05-11
0x506f1        0x2a  2019-02-11
0x506f1        0x2e  2019-03-21
0x506f1        0x32  2020-03-07
0x506f1        0x34  2020-10-23
